x;y;clc_quartier;clc_secteur;haut_tot;haut_tronc;tronc_diam;fk_arb_etat;fk_stadedev;fk_port;fk_pied;fk_situation;fk_revetement;dte_plantation;age_estim;clc_nbr_diag;dte_abattage;fk_nomtech;global_id;feuillage;remarquable
1721095.6459;8293514.7374;Quartier du Centre-Ville;Quai Gayant;6;2;37;EN PLACE;Jeune;semi libre;gazon;Alignement;Non;NA;15;0;NA;QUERUB;{B33346A7-0DE2-428E-A48D-4B231368284C};Feuillu;Non
1719828.358;8294304.9586;Quartier Saint-Jean;Rue Demoustier;0;0;0;Non essouché;NA;NA;fosse arbre;Alignement;Non;NA;15;0;NA;RAS;{ED071576-B251-4951-BC4F-AC96A3CC587E};NA;Non
1719656.9537;8295835.0154;Quartier du Vermandois;Stade Cepy;13;1;160;EN PLACE;Adulte;semi libre;gazon;Groupe;Non;NA;50;0;NA;PINNIGnig;{668FEFC7-0667-4FFA-AE55-C82861EDFC0B};Conifère;Non
1720792.1279;8293959.9257;Quartier du Centre-Ville;Rue Villebois Mareuil;12;3;116;REMPLACÉ;Adulte;semi libre;gazon;Alignement;Non;NA;30;0;2016/12/31 23:00:00+00;ACEPSE;{D0017CEC-D346-4C95-A043-AD115B267089};Feuillu;Non
1721742.4894;8295883.9685;Quartier de l'Europe;Square des Marronniers;16;3;150;EN PLACE;Adulte;semi libre;gazon;Groupe;Non;NA;50;0;NA;ACEPLA;{9B347790-954E-4E86-AD09-382FC1F32B24};Feuillu;Non
1721863.3578;8295513.886;Quartier de l'Europe;Avenue Buffon;5;2;170;Essouché;Adulte;réduit;gazon;Isolé;Non;NA;40;0;2018/04/30 22:00:00+00;SALBAB;{D6AF7997-D4B3-405F-8C95-F93C4F41BE4A};Feuillu;Non
1721969.4043;8295790.3804;Quartier de l'Europe;Rue Laplace;8;3;103;EN PLACE;Adulte;réduit relâché;fosse arbre;Alignement;Oui;NA;30;0;NA;ACEPLA;{20282309-2260-4D29-B357-093D16210454};Feuillu;Non
1719514.2003;8293219.3241;Quartier Saint-Martin - Oëstres;Rue de Paris;6;3;100;EN PLACE;Adulte;réduit;gazon;Alignement;Non;NA;50;1;NA;TILCOR;{785DBBAD-00D8-4CBF-B1B5-3986FFBF8D47};Feuillu;Non
1719488.0907;8293202.5464;Quartier Saint-Martin - Oëstres;Rue de Paris;8;2;85;EN PLACE;Adulte;réduit relâché;Revetement non permeable;Alignement;NA;NA;50;1;NA;TILCOR;{64DDB4C3-26F6-401F-A28E-FC9985A449E9};Feuillu;Non
1719476.0006;8293194.2108;Quartier Saint-Martin - Oëstres;Rue de Paris;8;4;105;EN PLACE;Adulte;réduit relâché;Revetement non permeable;Alignement;NA;NA;50;2;NA;TILCOR;{29091143-4B0E-4F81-A480-F455CBAA5F52};Feuillu;Non
1719462.3504;8293184.9752;Quartier Saint-Martin - Oëstres;Rue de Paris;9;4;135;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;2;NA;TILCOR;{0E165A9E-11AA-4D14-94B6-A24BE3C4D0E4};Feuillu;Non
1719449.573;8293176.4543;Quartier Saint-Martin - Oëstres;Rue de Paris;9;4;121;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;2;NA;TILCOR;{2E1FAB64-E198-4DBB-A571-818808B49F6D};Feuillu;Non
1719423.3568;8293159.6235;Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;107;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;2;NA;TILCOR;{A43939E9-4200-454E-91D9-5A7C61916936};Feuillu;Non
1719408.6083;8293148.8539;Quartier Saint-Martin - Oëstres;Rue de Paris;9;5;125;EN PLACE;Adulte;réduit relâché;fosse arbre;Alignement;NA;NA;50;2;NA;TILCOR;{C09B4E8B-39CC-4233-A410-F4E18906C02D};Feuillu;Non
1719395.8308;8293140.5182;Quartier Saint-Martin - Oëstres;Rue de Paris;10;4;92;EN PLACE;Adulte;réduit relâché;Revetement non permeable;Alignement;NA;NA;50;1;NA;TILCOR;{A4AB81FC-636B-48AC-B2DE-4578BA836ED3};Feuillu;Non
1719369.6546;8293122.021;Quartier Saint-Martin - Oëstres;Rue de Paris;10;5;150;EN PLACE;Adulte;réduit relâché;Revetement non permeable;Alignement;NA;NA;50;1;NA;TILCOR;{9044F3BD-7031-4894-AFF8-479616BE7838};Feuillu;Non
1719356.6919;8293113.355;Quartier Saint-Martin - Oëstres;Rue de Paris;9;4;115;EN PLACE;Adulte;réduit relâché;Revetement non permeable;Alignement;NA;NA;50;1;NA;TILCOR;{680432AB-93BA-4C5B-AEA3-2F559D5AA495};Feuillu;Non
1719342.4597;8293102.1619;Quartier Saint-Martin - Oëstres;Rue de Paris;9;4;89;EN PLACE;Adulte;réduit relâché;Revetement non permeable;Alignement;NA;NA;50;2;NA;TILCOR;{B6B2CAF2-ADBE-46FD-ACFC-7E68E1EC6365};Feuillu;Non
1719328.5711;8293093.4557;Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;110;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;2;NA;TILCOR;{094F78F7-AB8B-4C76-A6C3-80CBAAA6DE68};Feuillu;Non
1719315.0264;8293084.4184;Quartier Saint-Martin - Oëstres;Rue de Paris;9;5;115;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;2;NA;TILCOR;{9A4B6AFB-76DE-4262-9762-860DDAB9B3EB};Feuillu;Non
1719303.36;8293076.0571;Quartier Saint-Martin - Oëstres;Rue de Paris;9;5;103;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;2;NA;TILCOR;{7EA1313E-53AD-4F5C-90E3-84244E33B4C5};Feuillu;Non
1719289.2598;8293066.2393;Quartier Saint-Martin - Oëstres;Rue de Paris;10;5;145;EN PLACE;Adulte;réduit relâché;Revetement non permeable;Alignement;NA;NA;50;3;NA;TILCOR;{837FE6F6-70EA-4B6D-A5A4-508398B2B52B};Feuillu;Non
1719269.6837;8293051.8441;Quartier Saint-Martin - Oëstres;Rue de Paris;10;5;135;EN PLACE;Adulte;réduit relâché;Revetement non permeable;Alignement;NA;NA;50;2;NA;TILCOR;{489F586D-D9DC-4391-B73A-39B5BD95BE51};Feuillu;Non
1719246.1394;8293035.3315;Quartier Saint-Martin - Oëstres;Rue de Paris;7;4;115;EN PLACE;Adulte;réduit;Revetement non permeable;Alignement;NA;NA;50;1;NA;TILCOR;{4FAFD17F-3E85-41CC-8DAB-B5A6B1180500};Feuillu;Non
1719233.8917;8293026.5995;Quartier Saint-Martin - Oëstres;Rue de Paris;7;4;137;EN PLACE;Adulte;réduit;Revetement non permeable;Alignement;NA;NA;50;1;NA;TILCOR;{38C4D60D-99D0-4D9B-8091-AF461A5F7C51};Feuillu;Non
1719196.5378;8293000.8517;Quartier Saint-Martin - Oëstres;Rue de Paris;10;7;165;EN PLACE;Adulte;réduit relâché;Revetement non permeable;Alignement;NA;NA;50;3;NA;TILCOR;{B36B477C-ABAD-46C5-86F9-E9525156AA9E};Feuillu;Non
1719145.7456;8292965.0223;Quartier Saint-Martin - Oëstres;Rue de Paris;10;8;140;EN PLACE;Adulte;réduit relâché;Revetement non permeable;Alignement;NA;NA;50;2;NA;TILCOR;{4BA2AFEB-258C-4269-9167-FF2337B4FE41};Feuillu;Non
1719133.5237;8292956.3164;Quartier Saint-Martin - Oëstres;Rue de Paris;10;5;140;EN PLACE;Adulte;réduit relâché;Revetement non permeable;Alignement;NA;NA;50;2;NA;TILCOR;{788C3D79-6615-4C1F-A1CC-004A8B94AAA0};Feuillu;Non
1719024.9804;8292878.7828;Quartier Saint-Martin - Oëstres;Rue de Paris;10;4;160;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;2;NA;TILCOR;{32000B4E-6057-4E69-A827-002326AB4806};Feuillu;Non
1718998.7113;8292861.3443;Quartier Saint-Martin - Oëstres;Rue de Paris;10;4;140;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;2;NA;TILCOR;{164947D0-BC43-4D89-BC4E-63C99A4CD146};Feuillu;Non
1718985.9338;8292851.8974;Quartier Saint-Martin - Oëstres;Rue de Paris;10;4;160;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;2;NA;TILCOR;{66512AA8-06BF-4737-8575-7E57BD74059A};Feuillu;Non
1718972.7598;8292841.7101;Quartier Saint-Martin - Oëstres;Rue de Paris;10;5;163;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;2;NA;TILCOR;{A7907BE8-148E-468D-AFD8-85A0C7336DD5};Feuillu;Non
1718948.4483;8292824.4302;Quartier Saint-Martin - Oëstres;Rue de Paris;10;4;139;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;2;NA;TILCOR;{0B411821-58D6-427C-9221-466BA7979257};Feuillu;Non
1718909.1109;8292797.8621;Quartier Saint-Martin - Oëstres;Rue de Paris;10;4;165;EN PLACE;Adulte;réduit relâché;Revetement non permeable;Alignement;NA;NA;50;2;NA;TILCOR;{9F10E9AE-21DE-45C1-9AF3-A232A0940A28};Feuillu;Non
1718846.1499;8292753.6708;Quartier Saint-Martin - Oëstres;Rue de Paris;11;4;140;EN PLACE;Adulte;réduit relâché;Revetement non permeable;Alignement;NA;NA;50;2;NA;TILCOR;{88C0814E-0E1A-4412-BE4A-552F90D0018A};Feuillu;Non
1718807.0011;8292726.3129;Quartier Saint-Martin - Oëstres;Rue de Paris;11;3;142;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;2;NA;TILCOR;{A568C107-FC57-4642-9C47-E210E6D6E3EA};Feuillu;Non
1718791.6312;8292715.199;Quartier Saint-Martin - Oëstres;Rue de Paris;11;4;140;EN PLACE;Adulte;réduit relâché;Revetement non permeable;Alignement;NA;NA;50;2;NA;TILCOR;{9B8E12D0-9B4E-425A-916E-982CA62ABA13};Feuillu;Non
1718692.422;8292643.6687;Quartier Saint-Martin - Oëstres;Rue de Paris;11;4;160;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;2;NA;TILCOR;{AA0DA28C-582A-4A22-82BC-07AEDBA8FF53};Feuillu;Non
1718679.5121;8292634.6451;Quartier Saint-Martin - Oëstres;Rue de Paris;10;5;110;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;2;NA;TILCOR;{C13F4FF8-0814-4D92-9AFA-F2B7BCD49AA6};Feuillu;Non
1718665.8574;8292624.3304;Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;125;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;2;NA;TILCOR;{8ADDD5D9-006C-4788-9871-7F5FA0380EBA};Feuillu;Non
1718655.6001;8292616.8733;Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;138;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;2;NA;TILCOR;{84652D9F-C484-4E08-ADB1-DA7147F4EF2F};Feuillu;Non
1718627.7888;8292597.622;Quartier Saint-Martin - Oëstres;Rue de Paris;10;3;125;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;2;NA;TILCOR;{FAAA8B5E-CA9E-454A-8A1D-87859ABA46A8};Feuillu;Non
1718608.5959;8292583.6598;Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;115;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;2;NA;TILCOR;{540EB45E-6008-4FBF-91B5-0F0EAA594BCA};Feuillu;Non
1718598.2329;8292575.7796;Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;150;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;2;NA;TILCOR;{B256C8E0-A462-4786-AC14-C62CD91FA227};Feuillu;Non
1718580.5206;8292562.3462;Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;150;EN PLACE;Adulte;réduit relâché;Revetement non permeable;Alignement;NA;NA;50;2;NA;TILCOR;{0E5540AE-144A-4C85-869F-47C31772F344};Feuillu;Non
1718387.2803;8292442.6978;Quartier Saint-Martin - Oëstres;Rue de Paris;9;3;130;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;0;NA;TILCOR;{887535FF-071D-466C-B9EC-9B1A6678F99B};Feuillu;Non
1718374.9261;8292435.3515;Quartier Saint-Martin - Oëstres;Rue de Paris;10;3;150;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;0;NA;TILCOR;{E16802CC-2386-408C-B2B5-1ECAE92C4818};Feuillu;Non
1718352.6862;8292422.5828;Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;130;EN PLACE;Adulte;réduit relâché;Revetement non permeable;Alignement;NA;NA;50;0;NA;TILCOR;{6DD9A5B3-D664-41AB-B07D-6514D5FB3CB1};Feuillu;Non
1718343.4278;8292417.8063;Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;160;EN PLACE;Adulte;réduit relâché;Revetement non permeable;Alignement;NA;NA;50;0;NA;TILCOR;{D2FA3264-AADA-407B-9409-DD9A05514A57};Feuillu;Non
1718320.151;8292403.9029;Quartier Saint-Martin - Oëstres;Rue de Paris;9;3;110;EN PLACE;Adulte;réduit relâché;Revetement non permeable;Alignement;NA;NA;50;0;NA;TILCOR;{CF31384B-08BF-48F5-8E62-1E8DE0350663};Feuillu;Non
1718312.1666;8292399.3187;Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;110;EN PLACE;Adulte;réduit relâché;Revetement non permeable;Alignement;NA;NA;50;0;NA;TILCOR;{B2D290AC-7D62-4FA5-8522-87E476ACA32F};Feuillu;Non
1718292.1835;8292387.8455;Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;145;EN PLACE;Adulte;réduit relâché;Revetement non permeable;Alignement;NA;NA;50;0;NA;TILCOR;{1B00B908-D6AB-483E-9327-5C1148893DF9};Feuillu;Non
1718279.9132;8292380.8007;Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;105;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;0;NA;TILCOR;{3C05C360-01F8-40D4-B558-4B20F06AFD32};Feuillu;Non
1718272.1772;8292376.3591;Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;120;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;0;NA;TILCOR;{9000637D-92C8-4899-97E8-4F86997DE290};Feuillu;Non
1718261.662;8292370.3218;Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;140;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;0;NA;TILCOR;{73295C32-ECF8-49C5-ABEE-02870F4491E2};Feuillu;Non
1718252.2848;8292364.9381;Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;140;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;0;NA;TILCOR;{53EDA7A9-4C91-437F-A063-EFED27498EF9};Feuillu;Non
1718241.5991;8292358.6425;Quartier Saint-Martin - Oëstres;Rue de Paris;9;3;115;EN PLACE;Adulte;réduit relâché;Revetement non permeable;Alignement;NA;NA;50;0;NA;TILCOR;{945BB6CA-0E4F-4307-906F-A1DE85CDFE86};Feuillu;Non
1718231.5998;8292353.062;Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;110;EN PLACE;Adulte;réduit relâché;Revetement non permeable;Alignement;NA;NA;50;0;NA;TILCOR;{D15BA17A-7C50-4C50-873C-EAE6628CCF50};Feuillu;Non
1718221.2526;8292347.1212;Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;140;EN PLACE;Adulte;réduit relâché;Revetement non permeable;Alignement;NA;NA;50;0;NA;TILCOR;{9DE862E5-B42B-484B-8C63-D26E96060E1C};Feuillu;Non
1718209.5038;8292340.3757;Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;135;EN PLACE;Adulte;réduit relâché;Revetement non permeable;Alignement;NA;NA;50;0;NA;TILCOR;{6183F7B1-8637-4313-BE88-8D35D49FF715};Feuillu;Non
1718196.1415;8292332.7039;Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;130;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;0;NA;TILCOR;{E46EB93B-B05E-43E4-A286-CE39BD1DADAC};Feuillu;Non
1718161.7195;8292312.3771;Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;140;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;0;NA;TILCOR;{72681D66-B960-4702-B12C-89D71BFAF6D7};Feuillu;Non
1718139.8163;8292300.523;Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;110;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;0;NA;TILCOR;{8DF5C835-34D6-485E-B201-E9EF81E33E41};Feuillu;Non
1718131.6737;8292295.6902;Quartier Saint-Martin - Oëstres;Rue de Paris;9;3;115;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;0;NA;TILCOR;{2A3BF73E-466B-4FAA-9895-8017217BD518};Feuillu;Non
1718104.5736;8292295.9909;Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;165;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;0;NA;TILCOR;{B15C3EFA-4E1A-47EF-911A-F25EC1E2BE22};Feuillu;Non
1718112.9278;8292300.513;Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;115;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;0;NA;TILCOR;{F4F4AB23-59AE-450D-94CB-630547E3EA79};Feuillu;Non
1718125.0539;8292307.386;Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;140;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;0;NA;TILCOR;{0D7548E4-87B7-491C-A0C3-9B8ABB08B4D9};Feuillu;Non
1718147.0633;8292319.5731;Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;130;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;0;NA;TILCOR;{C037D230-E584-47AC-B742-76B2E465A50E};Feuillu;Non
1718189.5054;8292344.5913;Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;110;EN PLACE;Adulte;réduit relâché;Revetement non permeable;Alignement;NA;NA;50;0;NA;TILCOR;{0F7D237F-AD16-4309-8682-CEFFE1F6DD61};Feuillu;Non
1718213.7853;8292358.3746;Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;130;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;0;NA;TILCOR;{4B2F8BFC-58B4-4F59-9F83-5CA7977BB373};Feuillu;Non
1718224.6245;8292364.5098;Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;125;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;0;NA;TILCOR;{4FC5FAEC-A556-4711-86A7-22527D26D218};Feuillu;Non
1718254.7627;8292381.7783;Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;150;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;0;NA;TILCOR;{7E27C277-E045-4A95-9C45-F1743101B416};Feuillu;Non
1718265.8663;8292388.0723;Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;140;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;0;NA;TILCOR;{C7BEF298-FDAC-42D1-85F8-431D16ED95AB};Feuillu;Non
1718274.9078;8292393.3613;Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;110;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;0;NA;TILCOR;{FC702A33-6659-4A5F-A5ED-031F0FCBD561};Feuillu;Non
1718306.315;8292411.0635;Quartier Saint-Martin - Oëstres;Rue de Paris;8;3;100;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;0;NA;TILCOR;{6ACF927B-0FAD-4939-8626-419860D6BA74};Feuillu;Non
1718347.1074;8292434.2717;Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;135;EN PLACE;Adulte;réduit relâché;Revetement non permeable;Alignement;NA;NA;50;0;NA;TILCOR;{65D6C551-535F-409B-B995-BC72F9326E45};Feuillu;Non
1718358.9511;8292441.3456;Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;135;EN PLACE;Adulte;réduit relâché;Revetement non permeable;Alignement;NA;NA;50;0;NA;TILCOR;{F9CA82C7-B146-42CE-93E1-B5B701898D85};Feuillu;Non
1718369.4793;8292446.9961;Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;150;EN PLACE;Adulte;réduit relâché;Revetement non permeable;Alignement;NA;NA;50;0;NA;TILCOR;{8E961D66-9412-4949-AB45-A0D2480FC17D};Feuillu;Non
1718380.1008;8292453.279;Quartier Saint-Martin - Oëstres;Rue de Paris;10;3;130;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;0;NA;TILCOR;{A2B6D6DC-1EBF-49DC-BDC8-0D96EB1AA49F};Feuillu;Non
1718395.5928;8292462.4025;Quartier Saint-Martin - Oëstres;Rue de Paris;10;3;170;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;0;NA;TILCOR;{1E2182CA-3099-4A66-B00F-022F7939A7D6};Feuillu;Non
1718408.5878;8292469.3682;Quartier Saint-Martin - Oëstres;Rue de Paris;10;3;160;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;0;NA;TILCOR;{70BC575E-6D7F-48DE-934F-63A58EA3B89D};Feuillu;Non
1718420.0471;8292476.5307;Quartier Saint-Martin - Oëstres;Rue de Paris;10;3;155;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;0;NA;TILCOR;{57FD36A1-6F65-4C58-9E35-FF5DF57A1A1E};Feuillu;Non
1718490.7131;8292518.8423;Quartier Saint-Martin - Oëstres;Rue de Paris;10;3;190;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;2;NA;TILCOR;{90CD1B1A-73ED-4B5B-9ABE-0AE27049CD3D};Feuillu;Non
1718504.427;8292527.8663;Quartier Saint-Martin - Oëstres;Rue de Paris;10;4;115;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;2;NA;TILCOR;{7F8DFFDD-62DB-4A48-BDAA-01BFB9D5EDE4};Feuillu;Non
1718516.9672;8292536.1226;Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;140;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;2;NA;TILCOR;{D0B92CCF-258C-4602-B785-17D9F09AA324};Feuillu;Non
1718529.1971;8292544.6593;Quartier Saint-Martin - Oëstres;Rue de Paris;11;3;170;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;2;NA;TILCOR;{F0E7CCDB-4437-4E7B-9711-48D996459C35};Feuillu;Non
1718541.8657;8292553.5599;Quartier Saint-Martin - Oëstres;Rue de Paris;9;5;140;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;2;NA;TILCOR;{E1DD6A14-38F7-42AA-BF92-B787FB1AA2F8};Feuillu;Non
1718569.3199;8292572.9486;Quartier Saint-Martin - Oëstres;Rue de Paris;11;3;150;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;2;NA;TILCOR;{33387E43-9F04-4C21-B82D-7284D5E7D812};Feuillu;Non
1718580.0691;8292580.5399;Quartier Saint-Martin - Oëstres;Rue de Paris;11;3;150;EN PLACE;Adulte;réduit relâché;Revetement non permeable;Alignement;NA;NA;50;2;NA;TILCOR;{D6D52220-EF39-438D-9302-D09B977E734B};Feuillu;Non
1718594.1357;8292590.474;Quartier Saint-Martin - Oëstres;Rue de Paris;10;5;145;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;2;NA;TILCOR;{12210E1E-5966-40EF-BDA2-B86C09316B94};Feuillu;Non
1718607.7335;8292600.1;Quartier Saint-Martin - Oëstres;Rue de Paris;10;5;125;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;2;NA;TILCOR;{871377D7-DD52-4CA6-A572-71C959367D27};Feuillu;Non
1718619.5627;8292608.5012;Quartier Saint-Martin - Oëstres;Rue de Paris;10;3;160;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;2;NA;TILTOM;{14A76C21-DE96-4D23-B8DD-954C9E09487C};Feuillu;Non
1718632.7443;8292617.8629;Quartier Saint-Martin - Oëstres;Rue de Paris;10;4;120;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;4;NA;TILCOR;{4B2926E6-2CD2-40F2-9970-E581FF103A79};Feuillu;Non
1718646.6591;8292627.7453;Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;110;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;2;NA;TILCOR;{0E03ECC4-BF14-4A0D-87F9-1001EFEBCA54};Feuillu;Non
1718657.4026;8292635.3755;Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;120;EN PLACE;Adulte;réduit relâché;gazon;Alignement;Non;NA;50;2;NA;TILCOR;{12D6DCD0-639B-4208-8177-29F517AB3CC1};Feuillu;Non
1718672.5825;8292646.1565;Quartier Saint-Martin - Oëstres;Rue de Paris;10;4;145;EN PLACE;Adulte;réduit relâché;Revetement non permeable;Alignement;NA;NA;50;2;NA;TILCOR;{2FB7D48B-967D-41AB-BC94-DD164A43A596};Feuillu;Non
1718684.0791;8292654.3214;Quartier Saint-Martin - Oëstres;Rue de Paris;10;3;185;EN PLACE;Adulte;réduit relâché;Revetement non permeable;Alignement;NA;NA;50;2;NA;TILCOR;{460069DA-DB03-4469-B731-5B5BB7FCB55A};Feuillu;Non
1718697.656;8292663.9639;Quartier Saint-Martin - Oëstres;Rue de Paris;10;3;180;Essouché;Adulte;réduit relâché;Revetement non permeable;Alignement;NA;NA;50;1;2012/11/01 00:00:00+00;TILCOR;{16161016-9421-43CD-9662-289390CBF7F1};Feuillu;Non
1718709.3431;8292672.2643;Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;145;EN PLACE;Adulte;réduit relâché;Revetement non permeable;Alignement;NA;NA;50;2;NA;TILCOR;{DAF50F2A-B518-4765-B982-8D084A089332};Feuillu;Non
1718722.7557;8292681.7865;Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;165;EN PLACE;Adulte;réduit relâché;Revetement non permeable;Alignement;NA;NA;50;2;NA;TILCOR;{308ACF9F-9EBD-434E-AA33-3BC4920904D5};Feuillu;Non
1718747.438;8292699.9302;Quartier Saint-Martin - Oëstres;Rue de Paris;11;3;105;EN PLACE;Adulte;réduit relâché;Revetement non permeable;Alignement;NA;NA;50;2;NA;TILCOR;{3F1920AA-B2F0-418C-98EC-3CFDF2F0268C};Feuillu;Non
1718758.96;8292708.3379;Quartier Saint-Martin - Oëstres;Rue de Paris;10;4;150;EN PLACE;Adulte;réduit relâché;Revetement non permeable;Alignement;NA;NA;50;2;NA;TILCOR;{96367C63-2EC7-48EB-87AD-6AEDA212C596};Feuillu;Non
1718769.6237;8292715.9058;Quartier Saint-Martin - Oëstres;Rue de Paris;10;5;145;EN PLACE;Adulte;réduit relâché;Revetement non permeable;Alignement;NA;NA;50;2;NA;TILCOR;{CC377203-38A5-4167-9031-3AA0FA439500};Feuillu;Non
1718784.079;8292726.4269;Quartier Saint-Martin - Oëstres;Rue de Paris;11;3;160;EN PLACE;Adulte;réduit relâché;Revetement non permeable;Alignement;NA;NA;50;2;NA;TILCOR;{8A8750A8-0F1F-491B-BC61-98545002C0E9};Feuillu;Non
1718799.1112;8292736.8366;Quartier Saint-Martin - Oëstres;Rue de Paris;11;3;105;EN PLACE;Adulte;réduit relâché;Revetement non permeable;Alignement;NA;NA;50;2;NA;TILCOR;{67AAA505-F0F9-4E58-9148-C2B9576DA01A};Feuillu;Non
